scenario,metric,significant_impact_fp,total_comparisons,significant_impact_fp_rate,ttest_fp,ttest_fp_rate,max_significant_impact_bound
Benchmarks.Trace.GraphQLBenchmark.ExecuteAsync netcoreapp3.1,throughput,0,21,0,13,61.9047619,1.314166795
Benchmarks.Trace.HttpClientBenchmark.SendAsync net472,execution_time,0,21,0,13,61.9047619,0.3773635702
Benchmarks.Trace.ILoggerBenchmark.EnrichedLog netcoreapp3.1,execution_time,0,21,0,13,61.9047619,1.937431664
Benchmarks.Trace.NLogBenchmark.EnrichedLog netcoreapp3.1,throughput,0,21,0,13,61.9047619,1.489849505
Benchmarks.Trace.RedisBenchmark.SendReceive net6.0,throughput,0,21,0,13,61.9047619,1.491450164
Benchmarks.Trace.SpanBenchmark.StartFinishSpan net472,execution_time,0,21,0,13,61.9047619,0.1952361001
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorMoreComplexBody net472,throughput,0,21,0,12,57.14285714,0.4140908193
Benchmarks.Trace.NLogBenchmark.EnrichedLog net6.0,throughput,0,21,0,12,57.14285714,1.185547944
Benchmarks.Trace.RedisBenchmark.SendReceive net472,execution_time,0,21,0,12,57.14285714,0.5681719421
Benchmarks.Trace.RedisBenchmark.SendReceive netcoreapp3.1,execution_time,0,21,0,12,57.14285714,1.773600528
Benchmarks.Trace.ActivityBenchmark.StartStopWithChild net6.0,throughput,0,21,0,11,52.38095238,1.470103107
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorMoreComplexBody net472,execution_time,0,21,0,11,52.38095238,0.1397827192
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorMoreComplexBody netcoreapp3.1,execution_time,0,21,0,11,52.38095238,1.893087235
Benchmarks.Trace.Asm.AppSecEncoderBenchmark.EncodeArgs net472,execution_time,0,21,0,11,52.38095238,0.08010555586
Benchmarks.Trace.Asm.AppSecEncoderBenchmark.EncodeArgs net6.0,throughput,0,21,0,11,52.38095238,0.4597841346
Benchmarks.Trace.AspNetCoreBenchmark.SendRequest net472,throughput,0,21,0,11,52.38095238,0.7347536743
Benchmarks.Trace.CharSliceBenchmark.OriginalCharSlice net472,execution_time,0,21,0,11,52.38095238,0.3738888082
Benchmarks.Trace.CharSliceBenchmark.OriginalCharSlice net472,throughput,0,21,0,11,52.38095238,0.3688339408
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearchAsync net6.0,throughput,0,21,0,11,52.38095238,1.980128604
Benchmarks.Trace.GraphQLBenchmark.ExecuteAsync netcoreapp3.1,execution_time,0,21,0,11,52.38095238,1.67031815
Benchmarks.Trace.SerilogBenchmark.EnrichedLog netcoreapp3.1,throughput,0,21,0,11,52.38095238,1.559561502
Benchmarks.Trace.SingleSpanAspNetCoreBenchmark.SingleSpanAspNetCore net472,throughput,0,21,0,11,52.38095238,0.6195571266
Benchmarks.Trace.ActivityBenchmark.StartStopWithChild net472,execution_time,0,21,0,10,47.61904762,0.3305232562
Benchmarks.Trace.Asm.AppSecBodyBenchmark.AllCycleMoreComplexBody net6.0,throughput,0,21,0,10,47.61904762,1.356971585
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorMoreComplexBody net6.0,execution_time,0,21,0,10,47.61904762,0.394975168
Benchmarks.Trace.AspNetCoreBenchmark.SendRequest net472,execution_time,0,21,0,10,47.61904762,0.3055637261
Benchmarks.Trace.DbCommandBenchmark.ExecuteNonQuery netcoreapp3.1,execution_time,0,21,0,10,47.61904762,1.416782703
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearch net472,execution_time,0,21,0,10,47.61904762,0.09447892365
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearchAsync net6.0,execution_time,0,21,0,10,47.61904762,1.401663319
Benchmarks.Trace.Log4netBenchmark.EnrichedLog net6.0,execution_time,0,21,0,10,47.61904762,1.217499829
Benchmarks.Trace.Log4netBenchmark.EnrichedLog net6.0,throughput,0,21,0,10,47.61904762,0.6273421898
Benchmarks.Trace.NLogBenchmark.EnrichedLog net472,execution_time,0,21,0,10,47.61904762,0.1695013521
Benchmarks.Trace.NLogBenchmark.EnrichedLog net6.0,execution_time,0,21,0,10,47.61904762,0.7862626703
Benchmarks.Trace.SpanBenchmark.StartFinishTwoScopes netcoreapp3.1,throughput,0,21,0,10,47.61904762,1.728281798
Benchmarks.Trace.TraceAnnotationsBenchmark.RunOnMethodBegin net6.0,execution_time,0,21,0,10,47.61904762,1.690890694
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorSimpleBody net6.0,execution_time,0,21,0,9,42.85714286,1.744044809
Benchmarks.Trace.DbCommandBenchmark.ExecuteNonQuery net472,execution_time,0,21,0,9,42.85714286,0.1082285606
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearchAsync netcoreapp3.1,throughput,0,21,0,9,42.85714286,1.012416406
Benchmarks.Trace.HttpClientBenchmark.SendAsync net6.0,throughput,0,21,0,9,42.85714286,0.9676432468
Benchmarks.Trace.SerilogBenchmark.EnrichedLog net472,execution_time,0,21,0,9,42.85714286,0.2784816257
Benchmarks.Trace.SpanBenchmark.StartFinishScope net472,execution_time,0,21,0,9,42.85714286,0.07855339855
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorMoreComplexBody netcoreapp3.1,throughput,0,21,0,8,38.0952381,0.4297697359
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearch net6.0,throughput,0,21,0,8,38.0952381,0.7925610038
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearchAsync net472,execution_time,0,21,0,8,38.0952381,0.4103559192
Benchmarks.Trace.GraphQLBenchmark.ExecuteAsync net472,execution_time,0,21,0,8,38.0952381,0.4220911634
Benchmarks.Trace.Iast.StringAspectsBenchmark.StringConcatBenchmark net472,throughput,0,21,0,8,38.0952381,0.8459020602
Benchmarks.Trace.SpanBenchmark.StartFinishScope net6.0,throughput,0,21,0,8,38.0952381,0.8088283997
Benchmarks.Trace.SpanBenchmark.StartFinishTwoScopes net6.0,throughput,0,21,0,8,38.0952381,0.9862999211
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorSimpleBody net472,execution_time,0,21,0,7,33.33333333,0.04401151708
Benchmarks.Trace.Asm.AppSecEncoderBenchmark.EncodeArgs net6.0,execution_time,0,21,0,7,33.33333333,0.5056317514
Benchmarks.Trace.Asm.AppSecEncoderBenchmark.EncodeArgs netcoreapp3.1,execution_time,0,21,0,7,33.33333333,0.6359740418
Benchmarks.Trace.Asm.AppSecEncoderBenchmark.EncodeLegacyArgs netcoreapp3.1,throughput,0,21,0,7,33.33333333,0.5018331535
Benchmarks.Trace.CharSliceBenchmark.OptimizedCharSlice net6.0,execution_time,0,21,0,7,33.33333333,0.979073671
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearchAsync netcoreapp3.1,execution_time,0,21,0,7,33.33333333,0.6456123924
Benchmarks.Trace.Iast.StringAspectsBenchmark.StringConcatBenchmark net472,execution_time,0,21,0,7,33.33333333,0.8144931507
Benchmarks.Trace.SingleSpanAspNetCoreBenchmark.SingleSpanAspNetCore netcoreapp3.1,execution_time,0,21,0,7,33.33333333,0.1541285175
Benchmarks.Trace.SpanBenchmark.StartFinishScope netcoreapp3.1,throughput,0,21,0,7,33.33333333,1.67218988
Benchmarks.Trace.Asm.AppSecBodyBenchmark.AllCycleSimpleBody netcoreapp3.1,throughput,0,21,0,6,28.57142857,1.116198657
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorSimpleBody netcoreapp3.1,throughput,0,21,0,6,28.57142857,0.9325754656
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmark net472,execution_time,0,21,0,6,28.57142857,0.3860182817
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmark net472,throughput,0,21,0,6,28.57142857,0.3924370033
Benchmarks.Trace.CIVisibilityProtocolWriterBenchmark.WriteAndFlushEnrichedTraces netcoreapp3.1,throughput,0,21,0,6,28.57142857,1.824223368
Benchmarks.Trace.CharSliceBenchmark.OptimizedCharSlice net6.0,throughput,0,21,0,6,28.57142857,0.9133328605
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearch net6.0,execution_time,0,21,0,6,28.57142857,0.7571112367
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearch netcoreapp3.1,execution_time,0,21,0,6,28.57142857,1.754994412
Benchmarks.Trace.ElasticsearchBenchmark.CallElasticsearch netcoreapp3.1,throughput,0,21,0,6,28.57142857,1.274283493
Benchmarks.Trace.HttpClientBenchmark.SendAsync netcoreapp3.1,execution_time,0,21,0,6,28.57142857,1.446616803
Benchmarks.Trace.SpanBenchmark.StartFinishSpan net6.0,execution_time,0,21,0,6,28.57142857,1.369196614
Benchmarks.Trace.TraceAnnotationsBenchmark.RunOnMethodBegin netcoreapp3.1,execution_time,0,21,0,6,28.57142857,1.550210138
Benchmarks.Trace.AgentWriterBenchmark.WriteAndFlushEnrichedTraces net6.0,throughput,0,21,0,5,23.80952381,0.2937821635
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorSimpleBody net6.0,throughput,0,21,0,5,23.80952381,1.071059023
Benchmarks.Trace.Asm.AppSecEncoderBenchmark.EncodeArgs netcoreapp3.1,throughput,0,21,0,5,23.80952381,0.4242945202
Benchmarks.Trace.SerilogBenchmark.EnrichedLog net472,throughput,0,21,0,5,23.80952381,0.4330686347
Benchmarks.Trace.Asm.AppSecBodyBenchmark.AllCycleMoreComplexBody net472,execution_time,0,21,0,4,19.04761905,0.08179751453
Benchmarks.Trace.Asm.AppSecBodyBenchmark.AllCycleMoreComplexBody netcoreapp3.1,throughput,0,21,0,4,19.04761905,0.7259133339
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmarkWithAttack net472,execution_time,0,21,0,4,19.04761905,0.2861982584
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmarkWithAttack net472,throughput,0,21,0,4,19.04761905,0.2779514243
Benchmarks.Trace.SpanBenchmark.StartFinishSpan net6.0,throughput,0,21,0,4,19.04761905,0.9375891386
Benchmarks.Trace.TraceAnnotationsBenchmark.RunOnMethodBegin net472,execution_time,0,21,0,4,19.04761905,0.1104880414
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmark net6.0,throughput,0,21,0,3,14.28571429,0.2940100314
Benchmarks.Trace.ILoggerBenchmark.EnrichedLog netcoreapp3.1,throughput,0,21,0,3,14.28571429,0.5520330813
Benchmarks.Trace.Iast.StringAspectsBenchmark.StringConcatBenchmark net6.0,execution_time,0,21,0,3,14.28571429,0.4013429431
Benchmarks.Trace.SpanBenchmark.StartFinishTwoScopes net472,execution_time,0,21,0,3,14.28571429,0.07086435346
Benchmarks.Trace.Asm.AppSecBodyBenchmark.AllCycleSimpleBody net6.0,throughput,0,21,0,2,9.523809524,0.1887917328
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmark net6.0,execution_time,0,21,0,2,9.523809524,0.1736994148
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmark netcoreapp3.1,execution_time,0,21,0,2,9.523809524,1.198836764
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmarkWithAttack netcoreapp3.1,throughput,0,21,0,2,9.523809524,0.1064127843
Benchmarks.Trace.Iast.StringAspectsBenchmark.StringConcatAspectBenchmark net6.0,execution_time,0,21,0,2,9.523809524,1.461258924
Benchmarks.Trace.Log4netBenchmark.EnrichedLog netcoreapp3.1,throughput,0,21,0,2,9.523809524,0.3549576627
Benchmarks.Trace.RedisBenchmark.SendReceive net6.0,execution_time,0,21,0,2,9.523809524,0.06765588452
Benchmarks.Trace.ILoggerBenchmark.EnrichedLog net472,execution_time,0,21,0,1,4.761904762,0.01262733203
Benchmarks.Trace.TraceAnnotationsBenchmark.RunOnMethodBegin net6.0,throughput,0,21,0,1,4.761904762,0.1076174396
Benchmarks.Trace.Asm.AppSecBodyBenchmark.ObjectExtractorMoreComplexBody net6.0,throughput,0,21,0,0,0,0
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmarkWithAttack net6.0,execution_time,0,21,0,0,0,0
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmarkWithAttack net6.0,throughput,0,21,0,0,0,0
Benchmarks.Trace.Asm.AppSecWafBenchmark.RunWafRealisticBenchmarkWithAttack netcoreapp3.1,execution_time,0,21,0,0,0,0
Benchmarks.Trace.AspNetCoreBenchmark.SendRequest netcoreapp3.1,execution_time,0,21,0,0,0,0
Benchmarks.Trace.AspNetCoreBenchmark.SendRequest netcoreapp3.1,throughput,0,21,0,0,0,0
Benchmarks.Trace.CIVisibilityProtocolWriterBenchmark.WriteAndFlushEnrichedTraces netcoreapp3.1,execution_time,0,21,0,0,0,0
Benchmarks.Trace.DbCommandBenchmark.ExecuteNonQuery netcoreapp3.1,throughput,0,21,0,0,0,0
Benchmarks.Trace.Iast.StringAspectsBenchmark.StringConcatAspectBenchmark net472,execution_time,0,21,0,0,0,0
Benchmarks.Trace.Iast.StringAspectsBenchmark.StringConcatAspectBenchmark net472,throughput,0,21,0,0,0,0
Benchmarks.Trace.Log4netBenchmark.EnrichedLog netcoreapp3.1,execution_time,0,21,0,0,0,0
Benchmarks.Trace.NLogBenchmark.EnrichedLog netcoreapp3.1,execution_time,0,21,0,0,0,0
Benchmarks.Trace.RedisBenchmark.SendReceive netcoreapp3.1,throughput,0,21,0,0,0,0
Benchmarks.Trace.SpanBenchmark.StartFinishSpan netcoreapp3.1,throughput,0,21,0,0,0,0
Benchmarks.Trace.SpanBenchmark.StartFinishTwoScopes netcoreapp3.1,execution_time,0,21,0,0,0,0
Significant Impact FP Rate,6.671626984,,,,,,
T-test FP Rate,45.95734127,,,,,,
Max Significant Impact Bound,42.37452875,,,,,,
p95 Significant Impact Bound,10.45431664,,,,,,
